SrcEntity	TgtEntity	Score
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3171	http://purl.obolibrary.org/obo/DOID_9119	0.969
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3310	http://purl.obolibrary.org/obo/DOID_13934	0.777
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8694	http://purl.obolibrary.org/obo/DOID_5599	0.9
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27076	http://purl.obolibrary.org/obo/DOID_9534	0.953
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27189	http://purl.obolibrary.org/obo/DOID_13949	0.966
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9118	http://purl.obolibrary.org/obo/DOID_1115	0.956
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40136	http://purl.obolibrary.org/obo/DOID_5747	0.949
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C87121	http://purl.obolibrary.org/obo/DOID_758	0.944
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26688	http://purl.obolibrary.org/obo/DOID_9396	0.957
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C39611	http://purl.obolibrary.org/obo/DOID_2074	0.931
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40137	http://purl.obolibrary.org/obo/DOID_3699	0.958
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7124	http://purl.obolibrary.org/obo/DOID_6931	0.817
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3400	http://purl.obolibrary.org/obo/DOID_5485	0.952
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6458	http://purl.obolibrary.org/obo/DOID_5626	0.848
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3867	http://purl.obolibrary.org/obo/DOID_1963	0.945
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C39925	http://purl.obolibrary.org/obo/DOID_7360	0.904
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6650	http://purl.obolibrary.org/obo/DOID_3502	0.917
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3213	http://purl.obolibrary.org/obo/DOID_0060221	0.903
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5177	http://purl.obolibrary.org/obo/DOID_5514	0.922
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6548	http://purl.obolibrary.org/obo/DOID_6229	0.843
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34845	http://purl.obolibrary.org/obo/DOID_1184	0.902
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27417	http://purl.obolibrary.org/obo/DOID_5527	0.924
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C78265	http://purl.obolibrary.org/obo/DOID_0060000	0.967
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7125	http://purl.obolibrary.org/obo/DOID_8230	0.772
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34578	http://purl.obolibrary.org/obo/DOID_639	0.949
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6900	http://purl.obolibrary.org/obo/DOID_3593	0.922
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3746	http://purl.obolibrary.org/obo/DOID_3098	0.936
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40135	http://purl.obolibrary.org/obo/DOID_3700	0.957
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34529	http://purl.obolibrary.org/obo/DOID_693	0.781
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27319	http://purl.obolibrary.org/obo/DOID_625	0.934
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27418	http://purl.obolibrary.org/obo/DOID_5628	0.92
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85188	http://purl.obolibrary.org/obo/DOID_3103	0.931
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5511	http://purl.obolibrary.org/obo/DOID_3607	0.942
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C150556	http://purl.obolibrary.org/obo/DOID_0110940	0.928
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8596	http://purl.obolibrary.org/obo/DOID_2066	0.942
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34953	http://purl.obolibrary.org/obo/DOID_14397	0.827
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35141	http://purl.obolibrary.org/obo/DOID_11252	0.934
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34444	http://purl.obolibrary.org/obo/DOID_2058	0.953
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35042	http://purl.obolibrary.org/obo/DOID_724	0.911
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8293	http://purl.obolibrary.org/obo/DOID_7826	0.947
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86969	http://purl.obolibrary.org/obo/DOID_7378	0.815
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6021	http://purl.obolibrary.org/obo/DOID_5696	0.782
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26847	http://purl.obolibrary.org/obo/DOID_9810	0.934
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84727	http://purl.obolibrary.org/obo/DOID_4249	0.879
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4883	http://purl.obolibrary.org/obo/DOID_4045	0.804
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27202	http://purl.obolibrary.org/obo/DOID_6976	0.88
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27474	http://purl.obolibrary.org/obo/DOID_7371	0.809
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6541	http://purl.obolibrary.org/obo/DOID_8149	0.853
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3571	http://purl.obolibrary.org/obo/DOID_2815	0.938
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61245	http://purl.obolibrary.org/obo/DOID_14773	0.934
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4882	http://purl.obolibrary.org/obo/DOID_461	0.931
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27393	http://purl.obolibrary.org/obo/DOID_7611	0.887
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4793	http://purl.obolibrary.org/obo/DOID_1523	0.96
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4048	http://purl.obolibrary.org/obo/DOID_6812	0.929
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C132195	http://purl.obolibrary.org/obo/DOID_0060364	0.871
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50521	http://purl.obolibrary.org/obo/DOID_11316	0.812
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C39848	http://purl.obolibrary.org/obo/DOID_8051	0.93
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84577	http://purl.obolibrary.org/obo/DOID_0090107	0.829
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C112843	http://purl.obolibrary.org/obo/DOID_13129	0.864
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6042	http://purl.obolibrary.org/obo/DOID_8162	0.811
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6644	http://purl.obolibrary.org/obo/DOID_10195	0.947
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3788	http://purl.obolibrary.org/obo/DOID_5078	0.951
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27580	http://purl.obolibrary.org/obo/DOID_574	0.913
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40446	http://purl.obolibrary.org/obo/DOID_7347	0.948
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26879	http://purl.obolibrary.org/obo/DOID_10854	0.934
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8188	http://purl.obolibrary.org/obo/DOID_3752	0.802
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C131438	http://purl.obolibrary.org/obo/DOID_0050489	0.939
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26685	http://purl.obolibrary.org/obo/DOID_9667	0.949
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4090	http://purl.obolibrary.org/obo/DOID_2705	0.893
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26941	http://purl.obolibrary.org/obo/DOID_3817	0.963
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27911	http://purl.obolibrary.org/obo/DOID_7230	0.793
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C131437	http://purl.obolibrary.org/obo/DOID_13197	0.929
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9161	http://purl.obolibrary.org/obo/DOID_5525	0.929
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5367	http://purl.obolibrary.org/obo/DOID_14534	0.956
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14364	http://purl.obolibrary.org/obo/DOID_8704	0.947
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C39847	http://purl.obolibrary.org/obo/DOID_8050	0.928
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C98647	http://purl.obolibrary.org/obo/DOID_0080155	0.948
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84647	http://purl.obolibrary.org/obo/DOID_3635	0.951
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4374	http://purl.obolibrary.org/obo/DOID_3918	0.95
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4819	http://purl.obolibrary.org/obo/DOID_3151	0.914
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27389	http://purl.obolibrary.org/obo/DOID_8415	0.945
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40032	http://purl.obolibrary.org/obo/DOID_7320	0.947
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9336	http://purl.obolibrary.org/obo/DOID_4931	0.941
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84565	http://purl.obolibrary.org/obo/DOID_0050160	0.808
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26755	http://purl.obolibrary.org/obo/DOID_1724	0.909
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9305	http://purl.obolibrary.org/obo/DOID_162	0.791
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5560	http://purl.obolibrary.org/obo/DOID_7566	0.932
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7356	http://purl.obolibrary.org/obo/DOID_5627	0.943
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6092	http://purl.obolibrary.org/obo/DOID_5529	0.914
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26788	http://purl.obolibrary.org/obo/DOID_3265	0.938
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27813	http://purl.obolibrary.org/obo/DOID_4896	0.922
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3725	http://purl.obolibrary.org/obo/DOID_3319	0.933
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66852	http://purl.obolibrary.org/obo/DOID_8731	0.787
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97109	http://purl.obolibrary.org/obo/DOID_1432	0.944
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9330	http://purl.obolibrary.org/obo/DOID_4902	0.943
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5554	http://purl.obolibrary.org/obo/DOID_5528	0.901
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26827	http://purl.obolibrary.org/obo/DOID_819	0.943
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6549	http://purl.obolibrary.org/obo/DOID_8336	0.797
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26855	http://purl.obolibrary.org/obo/DOID_8892	0.945
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7994	http://purl.obolibrary.org/obo/DOID_7610	0.902
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128400	http://purl.obolibrary.org/obo/DOID_11080	0.965
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50842	http://purl.obolibrary.org/obo/DOID_4080	0.969
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40129	http://purl.obolibrary.org/obo/DOID_5196	0.929
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5555	http://purl.obolibrary.org/obo/DOID_6959	0.81
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27300	http://purl.obolibrary.org/obo/DOID_13254	0.81
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5556	http://purl.obolibrary.org/obo/DOID_7356	0.922
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27466	http://purl.obolibrary.org/obo/DOID_7697	0.84
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35468	http://purl.obolibrary.org/obo/DOID_4449	0.819
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4933	http://purl.obolibrary.org/obo/DOID_7105	0.917
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5492	http://purl.obolibrary.org/obo/DOID_10656	0.948
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5146	http://purl.obolibrary.org/obo/DOID_6500	0.76
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34899	http://purl.obolibrary.org/obo/DOID_13548	0.754
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97167	http://purl.obolibrary.org/obo/DOID_11243	0.944
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128335	http://purl.obolibrary.org/obo/DOID_0050150	0.961
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5493	http://purl.obolibrary.org/obo/DOID_10655	0.814
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34833	http://purl.obolibrary.org/obo/DOID_82	0.922
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85185	http://purl.obolibrary.org/obo/DOID_11338	0.97
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35807	http://purl.obolibrary.org/obo/DOID_13407	0.943
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6699	http://purl.obolibrary.org/obo/DOID_7168	0.935
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9120	http://purl.obolibrary.org/obo/DOID_3498	0.941
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5481	http://purl.obolibrary.org/obo/DOID_275	0.917
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26934	http://purl.obolibrary.org/obo/DOID_13148	0.955
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27322	http://purl.obolibrary.org/obo/DOID_8110	0.945
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5438	http://purl.obolibrary.org/obo/DOID_6294	0.956
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9088	http://purl.obolibrary.org/obo/DOID_6994	0.837
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35406	http://purl.obolibrary.org/obo/DOID_13031	0.886
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5449	http://purl.obolibrary.org/obo/DOID_502	0.869
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6546	http://purl.obolibrary.org/obo/DOID_8036	0.911
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84686	http://purl.obolibrary.org/obo/DOID_3642	0.96
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26896	http://purl.obolibrary.org/obo/DOID_4889	0.961
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35706	http://purl.obolibrary.org/obo/DOID_4777	0.962
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6455	http://purl.obolibrary.org/obo/DOID_5530	0.833
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6545	http://purl.obolibrary.org/obo/DOID_6162	0.871
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6456	http://purl.obolibrary.org/obo/DOID_7050	0.83
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4862	http://purl.obolibrary.org/obo/DOID_192	0.769
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27420	http://purl.obolibrary.org/obo/DOID_3747	0.827
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12350	http://purl.obolibrary.org/obo/DOID_7224	0.763
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34889	http://purl.obolibrary.org/obo/DOID_12450	0.909
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C75109	http://purl.obolibrary.org/obo/DOID_14743	0.925
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C118783	http://purl.obolibrary.org/obo/DOID_0110632	0.907
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36079	http://purl.obolibrary.org/obo/DOID_5236	0.907
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C126745	http://purl.obolibrary.org/obo/DOID_0110304	0.86
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84685	http://purl.obolibrary.org/obo/DOID_11726	0.963
